,Release Date,Movie,Budget,Domestic Gross,Worldwide Gross,Year,Week,Dom_Profits,WW_Profits,movie_name,genre,%ROI
623,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,2013,4,5703475,164949716,Hansel & Gretel: Witch Hunters,Action,0.1140695
624,2011-02-18,I am Number Four,50000000,55100437,146195159,2011,7,5100437,96195159,I am Number Four,Adventure,0.10200874
625,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,2016,2,2853219,19411370,13 Hours: The Secret Soldiers of Benghazi,Drama,0.05706438
626,2017-09-29,American Made,50000000,51342000,135569212,2017,39,1342000,85569212,American Made,Thriller/Suspense,0.02684
627,2014-10-17,The Book of Life,50000000,50151543,97651543,2014,42,151543,47651543,The Book of Life,Adventure,0.00303086
628,2006-02-10,Firewall,50000000,48751189,82751189,2006,6,-1248811,32751189,Firewall,Thriller/Suspense,-0.02497622
629,2014-08-08,Into the Storm,50000000,47602194,150429371,2014,32,-2397806,100429371,Into the Storm,Thriller/Suspense,-0.04795612
630,2014-10-10,The Judge,50000000,47119388,76119388,2014,41,-2880612,26119388,The Judge,Drama,-0.05761224
631,2006-04-21,Silent Hill,50000000,46982632,94704227,2006,16,-3017368,44704227,Silent Hill,Horror,-0.06034736
632,2016-08-19,War Dogs,50000000,43034523,86234503,2016,33,-6965477,36234503,War Dogs,Comedy,-0.13930954
633,2009-11-25,Ninja Assassin,50000000,38122883,62209892,2009,48,-11877117,12209892,Ninja Assassin,Action,-0.23754234
634,2016-05-20,The Nice Guys,50000000,36261763,59596747,2016,20,-13738237,9596747,The Nice Guys,Black Comedy,-0.27476474
635,2010-06-04,Marmaduke,50000000,33644788,89895930,2010,22,-16355212,39895930,Marmaduke,Adventure,-0.32710424
636,2010-10-15,Hereafter,50000000,32746941,108660270,2010,41,-17253059,58660270,Hereafter,Thriller/Suspense,-0.34506118
637,2016-02-12,Zoolander 2,50000000,28848693,55348693,2016,6,-21151307,5348693,Zoolander 2,Comedy,-0.42302614
638,2009-01-16,Defiance,50000000,28644813,52987754,2009,3,-21355187,2987754,Defiance,Drama,-0.42710374
639,2007-02-09,Hannibal Rising,50000000,27669725,80583311,2007,6,-22330275,30583311,Hannibal Rising,Thriller/Suspense,-0.4466055
640,2013-03-29,The Host,50000000,26623701,64477051,2013,13,-23376299,14477051,The Host,Thriller/Suspense,-0.46752598
641,2015-03-13,Run All Night,50000000,26461644,66961644,2015,11,-23538356,16961644,Run All Night,Action,-0.47076712
642,2009-02-13,The International,50000000,25450527,53850527,2009,7,-24549473,3850527,The International,Thriller/Suspense,-0.49098946
643,2011-04-08,Your Highness,50000000,21596445,26121638,2011,14,-28403555,-23878362,Your Highness,Comedy,-0.5680711
644,2016-09-16,Snowden,50000000,21587519,35380918,2016,37,-28412481,-14619082,Snowden,Drama,-0.56824962
645,2011-09-30,Dream House,50000000,21302340,41642166,2011,39,-28697660,-8357834,Dream House,Horror,-0.5739532
646,2016-06-24,Free State of Jones,50000000,20810036,23237252,2016,25,-29189964,-26762748,Free State of Jones,Drama,-0.58379928
647,2009-09-04,Gamer,50000000,20534907,42002029,2009,36,-29465093,-7997971,Gamer,Action,-0.58930186
648,2013-02-14,Beautiful Creatures,50000000,19452138,60282876,2013,7,-30547862,10282876,Beautiful Creatures,Thriller/Suspense,-0.61095724
649,2007-09-14,Eastern Promises,50000000,17181265,56077088,2007,37,-32818735,6077088,Eastern Promises,Thriller/Suspense,-0.6563747
650,2011-02-25,Drive Angry,50000000,10721033,41042583,2011,8,-39278967,-8957417,Drive Angry,Action,-0.78557934
651,2009-02-27,Street Fighter: The Legend of Chun-Li,50000000,8742261,12660287,2009,9,-41257739,-37339713,Street Fighter: The Legend of Chun-Li,Action,-0.82515478
652,2018-02-16,Early Man,50000000,8267544,45285890,2018,7,-41732456,-4714110,Early Man,Adventure,-0.83464912
653,2009-11-13,The Boat That Rocked,50000000,8017467,37472651,2009,46,-41982533,-12527349,The Boat That Rocked,Comedy,-0.83965066
654,2015-04-17,Child 44,50000000,1224330,8004221,2015,16,-48775670,-41995779,Child 44,Thriller/Suspense,-0.9755134
655,2009-01-23,Outlander,50000000,166003,1250617,2009,4,-49833997,-48749383,Outlander,Adventure,-0.99667994
656,2013-03-15,Upside Down,50000000,102118,26387039,2013,11,-49897882,-23612961,Upside Down,Romantic Comedy,-0.99795764
657,2015-10-02,Shanghai,50000000,46425,15505922,2015,40,-49953575,-34494078,Shanghai,Drama,-0.9990715
658,2015-03-06,Chappie,49000000,31569268,105002056,2015,10,-17430732,56002056,Chappie,Action,-0.35572922448979594
659,2012-11-16,Anna Karenina,49000000,12816367,71004627,2012,46,-36183633,22004627,Anna Karenina,Drama,-0.7384414897959184
660,2015-01-09,Taken 3,48000000,89256424,327656424,2015,2,41256424,279656424,Taken 3,Action,0.8595088333333334
661,2018-11-16,Instant Family,48000000,67363237,119736188,2018,46,19363237,71736188,Instant Family,Comedy,0.4034007708333333
662,2010-01-22,Tooth Fairy,48000000,60022256,112610386,2010,3,12022256,64610386,Tooth Fairy,Adventure,0.25046366666666664
663,2007-09-07,3:10 to Yuma,48000000,53606916,71171825,2007,36,5606916,23171825,3:10 to Yuma,Western,0.11681075
664,2008-01-25,Rambo,47500000,42754105,112214531,2008,4,-4745895,64714531,Rambo,Action,-0.09991357894736842
665,2016-07-13,The Infiltrator,47500000,15436808,20718104,2016,28,-32063192,-26781896,The Infiltrator,Thriller/Suspense,-0.6750145684210527
666,2016-11-11,Arrival,47000000,100546139,203127894,2016,45,53546139,156127894,Arrival,Drama,1.1392795531914894
667,2009-04-22,Earth,47000000,32011576,116773317,2009,17,-14988424,69773317,Earth,Documentary,-0.31890263829787235
668,2007-01-05,Happily N'Ever After,47000000,15849032,37923818,2007,1,-31150968,-9076182,Happily N'Ever After,Adventure,-0.6627865531914894
669,2010-06-18,Jonah Hex,47000000,10547117,11022696,2010,24,-36452883,-35977304,Jonah Hex,Action,-0.7755932553191489
670,2016-12-23,Silence,46500000,7100177,23726626,2016,51,-39399823,-22773374,Silence,Drama,-0.8473080215053763
671,2013-11-01,Mr. Nobody,46500000,3622,22254,2013,44,-46496378,-46477746,Mr. Nobody,Drama,-0.9999221075268817
672,2013-09-20,Prisoners,46000000,61002302,113402302,2013,38,15002302,67402302,Prisoners,Thriller/Suspense,0.326137
673,2010-12-31,Arthur and the War of Two Worlds,45500000,347136,36180824,2010,52,-45152864,-9319176,Arthur and the War of Two Worlds,Adventure,-0.9923706373626373
674,2012-10-05,Taken 2,45000000,139854287,377807404,2012,40,94854287,332807404,Taken 2,Thriller/Suspense,2.1078730444444442
675,2017-12-22,Pitch Perfect 3,45000000,104897530,185736412,2017,51,59897530,140736412,Pitch Perfect 3,Comedy,1.3310562222222222
676,2008-07-11,Journey to the Center of the Earth,45000000,101704370,243180937,2008,28,56704370,198180937,Journey to the Center of the Earth,Adventure,1.260097111111111
677,2007-12-25,The Bucket List,45000000,93466502,174807445,2007,52,48466502,129807445,The Bucket List,Comedy,1.0770333777777779
678,2011-11-23,The Muppets,45000000,88625922,160971922,2011,47,43625922,115971922,The Muppets,Adventure,0.9694649333333333
679,2016-10-07,The Girl on the Train,45000000,75395035,174278214,2016,40,30395035,129278214,The Girl on the Train,Thriller/Suspense,0.6754452222222223
680,2010-03-19,The Bounty Hunter,45000000,67061228,135808837,2010,11,22061228,90808837,The Bounty Hunter,Romantic Comedy,0.4902495111111111
681,2006-01-20,Underworld: Evolution,45000000,62318875,113417762,2006,3,17318875,68417762,Underworld: Evolution,Action,0.3848638888888889
682,2016-12-09,Office Christmas Party,45000000,54767494,91323299,2016,49,9767494,46323299,Office Christmas Party,Comedy,0.2170554222222222
683,2007-09-21,Resident Evil: Extinction,45000000,50648679,149871103,2007,38,5648679,104871103,Resident Evil: Extinction,Action,0.1255262
684,2012-07-06,Savages,45000000,47323100,82513490,2012,27,2323100,37513490,Savages,Thriller/Suspense,0.051624444444444445
685,2014-05-23,Blended,45000000,46290741,127990741,2014,21,1290741,82990741,Blended,Romantic Comedy,0.028683133333333333
686,2017-06-16,All Eyez on Me,45000000,44922302,54876855,2017,24,-77698,9876855,All Eyez on Me,Drama,-0.0017266222222222223
687,2006-01-13,Last Holiday,45000000,38399961,43343247,2006,2,-6600039,-1656753,Last Holiday,Comedy,-0.14666753333333332
688,2006-03-03,16 Blocks,45000000,36895141,65595141,2006,9,-8104859,20595141,16 Blocks,Action,-0.1801079777777778
689,2006-07-28,The Ant Bully,45000000,28142535,49610898,2006,30,-16857465,4610898,The Ant Bully,Adventure,-0.3746103333333333
690,2009-07-31,Aliens in the Attic,45000000,25200412,59551283,2009,31,-19799588,14551283,Aliens in the Attic,Adventure,-0.4399908444444444
691,2007-09-14,Across the Universe,45000000,24343673,29367143,2007,37,-20656327,-15632857,Across the Universe,Musical,-0.4590294888888889
692,2008-12-26,Revolutionary Road,45000000,22951340,79604820,2008,52,-22048660,34604820,Revolutionary Road,Drama,-0.4899702222222222
693,2008-08-29,Babylon A.D.,45000000,22532572,70216497,2008,35,-22467428,25216497,Babylon A.D.,Action,-0.4992761777777778
694,2010-02-19,The Ghost Writer,45000000,15541549,65532491,2010,7,-29458451,20532491,The Ghost Writer,Thriller/Suspense,-0.6546322444444445
695,2008-09-05,Bangkok Dangerous,45000000,15298133,46598133,2008,36,-29701867,1598133,Bangkok Dangerous,Action,-0.6600414888888889
696,2012-09-21,Dredd,45000000,13414714,41467606,2012,38,-31585286,-3532394,Dredd,Action,-0.7018952444444444
697,2011-10-28,The Rum Diary,45000000,13109815,21544732,2011,43,-31890185,-23455268,The Rum Diary,Drama,-0.7086707777777778
698,2011-10-21,Johnny English Reborn,45000000,8406711,164640401,2011,42,-36593289,119640401,Johnny English Reborn,Adventure,-0.8131842
699,2008-09-26,Miracle at St. Anna,45000000,7916887,9676497,2008,39,-37083113,-35323503,Miracle at St. Anna,Drama,-0.8240691777777778
700,2006-12-21,Man cheng jin dai huang jin jia,45000000,6566773,76904429,2006,51,-38433227,31904429,Man cheng jin dai huang jin jia,Action,-0.8540717111111111
701,2007-11-16,Love in the Time of Cholera,45000000,4617608,31077418,2007,46,-40382392,-13922582,Love in the Time of Cholera,Drama,-0.8973864888888888
702,2012-12-31,Foodfight!,45000000,0,73706,2012,1,-45000000,-44926294,Foodfight!,Adventure,-1.0
703,2012-10-12,Argo,44500000,136025503,227140757,2012,41,91525503,182640757,Argo,Thriller/Suspense,2.0567528764044942
704,2010-07-30,Charlie St. Cloud,44000000,31206263,48478084,2010,30,-12793737,4478084,Charlie St. Cloud,Drama,-0.29076675
705,2014-02-06,The Interview,44000000,6105175,12342632,2014,6,-37894825,-31657368,The Interview,Comedy,-0.8612460227272727
706,2013-06-28,The Heat,43000000,159581587,229727774,2013,26,116581587,186727774,The Heat,Comedy,2.711199697674419
707,2017-01-06,A Monster Calls,43000000,3740823,46414530,2017,1,-39259177,3414530,A Monster Calls,Drama,-0.9130041162790697
708,2011-01-28,The Mechanic,42500000,29121498,76347393,2011,4,-13378502,33847393,The Mechanic,Action,-0.31478828235294115
709,2012-03-16,21 Jump Street,42000000,138447667,202812429,2012,11,96447667,160812429,21 Jump Street,Comedy,2.2963730238095237
710,2017-05-12,Snatched,42000000,45852178,57852177,2017,19,3852178,15852177,Snatched,Comedy,0.0917185238095238
711,2012-10-12,Here Comes the Boom,42000000,45290318,73239258,2012,41,3290318,31239258,Here Comes the Boom,Comedy,0.07834090476190476
712,2011-03-11,Red Riding Hood,42000000,37662162,91678442,2011,10,-4337838,49678442,Red Riding Hood,Thriller/Suspense,-0.10328185714285715
713,2018-12-25,Holmes & Watson,42000000,30568743,41926605,2018,52,-11431257,-73395,Holmes & Watson,Comedy,-0.2721727857142857
714,2012-01-27,One for the Money,42000000,26414527,36197221,2012,4,-15585473,-5802779,One for the Money,Comedy,-0.37108269047619047
715,2012-01-27,Man on a Ledge,42000000,18620000,49621440,2012,4,-23380000,7621440,Man on a Ledge,Thriller/Suspense,-0.5566666666666666
716,2010-12-03,The Warrior's Way,42000000,5666340,8514325,2010,48,-36333660,-33485675,The Warrior's Way,Western,-0.8650871428571428
717,2010-05-28,Micmacs,42000000,1259693,11756922,2010,21,-40740307,-30243078,Micmacs,Comedy,-0.9700073095238095
718,2011-10-14,The Big Year,41000000,7204138,7684524,2011,41,-33795862,-33315476,The Big Year,Comedy,-0.8242893170731708
719,2010-06-11,The Karate Kid,40000000,176591618,351774938,2010,23,136591618,311774938,The Karate Kid,Adventure,3.41479045
720,2015-02-13,Fifty Shades of Grey,40000000,166167230,570998101,2015,7,126167230,530998101,Fifty Shades of Grey,Drama,3.15418075
721,2009-06-19,The Proposal,40000000,163958031,314709717,2009,25,123958031,274709717,The Proposal,Romantic Comedy,3.098950775
722,2013-12-13,American Hustle,40000000,150117807,257878294,2013,50,110117807,217878294,American Hustle,Black Comedy,2.752945175
723,2014-07-25,Lucy,40000000,126573960,457507776,2014,30,86573960,417507776,Lucy,Action,2.164349
724,2013-12-25,Lone Survivor,40000000,125095601,149804632,2013,52,85095601,109804632,Lone Survivor,Action,2.127390025
725,2016-06-10,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,311262102,2016,23,62470008,271262102,The Conjuring 2: The Enfield Poltergeist,Horror,1.5617502
726,2010-10-01,The Social Network,40000000,96962694,224922135,2010,39,56962694,184922135,The Social Network,Drama,1.42406735
727,2009-08-07,Julie & Julia,40000000,94125426,126646119,2009,32,54125426,86646119,Julie & Julia,Comedy,1.35313565
728,2009-02-06,He's Just Not That Into You,40000000,93953653,181053657,2009,6,53953653,141053657,He's Just Not That Into You,Romantic Comedy,1.348841325
729,2017-02-10,John Wick: Chapter Two,40000000,92029184,171317271,2017,6,52029184,131317271,John Wick: Chapter Two,Action,1.3007296
730,2016-01-15,Ride Along 2,40000000,90862685,124827316,2016,2,50862685,84827316,Ride Along 2,Comedy,1.271567125
731,2006-04-14,Scary Movie 4,40000000,90710620,178710620,2006,15,50710620,138710620,Scary Movie 4,Comedy,1.2677655
732,2015-03-27,Get Hard,40000000,90411453,106511453,2015,13,50411453,66511453,Get Hard,Comedy,1.260286325
733,2016-10-14,The Accountant,40000000,86260045,152962083,2016,41,46260045,112962083,The Accountant,Thriller/Suspense,1.156501125
734,2014-11-14,Dumb and Dumber To,40000000,86208010,156553592,2014,46,46208010,116553592,Dumb and Dumber To,Comedy,1.15520025
735,2014-04-25,The Other Woman,40000000,83911193,195111193,2014,17,43911193,155111193,The Other Woman,Comedy,1.097779825
736,2006-02-17,Eight Below,40000000,81612565,120455994,2006,7,41612565,80455994,Eight Below,Adventure,1.040314125
737,2015-09-25,The Intern,40000000,75764672,197115710,2015,39,35764672,157115710,The Intern,Comedy,0.8941168
738,2015-10-16,Bridge of Spies,40000000,72313754,162498338,2015,42,32313754,122498338,Bridge of Spies,Thriller/Suspense,0.80784385
739,2008-02-22,Vantage Point,40000000,72266306,150886329,2008,8,32266306,110886329,Vantage Point,Thriller/Suspense,0.80665765
740,2009-03-20,"I Love You, Man",40000000,72013010,92302502,2009,12,32013010,52302502,"I Love You, Man",Comedy,0.80032525
741,2006-01-27,Big Momma's House 2,40000000,70165972,137047376,2006,4,30165972,97047376,Big Momma's House 2,Comedy,0.7541493
742,2018-09-21,The House with a Clock in its Walls,40000000,68549695,126331750,2018,38,28549695,86331750,The House with a Clock in its Walls,Horror,0.713742375
743,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,2016,44,27209615,128904682,Hacksaw Ridge,Drama,0.680240375
744,2009-08-28,The Final Destination,40000000,66477700,187384627,2009,35,26477700,147384627,The Final Destination,Horror,0.6619425
745,2009-04-17,17 Again,40000000,64167069,139474906,2009,16,24167069,99474906,17 Again,Comedy,0.604176725
746,2011-02-18,Unknown,40000000,63686397,136123083,2011,7,23686397,96123083,Unknown,Thriller/Suspense,0.592159925
747,2010-06-04,Get Him to the Greek,40000000,61153526,91455875,2010,22,21153526,51455875,Get Him to the Greek,Comedy,0.52883815
748,2011-03-18,The Lincoln Lawyer,40000000,58009200,87145086,2011,11,18009200,47145086,The Lincoln Lawyer,Thriller/Suspense,0.45023
749,2006-08-25,Invincible,40000000,57806952,58501127,2006,34,17806952,18501127,Invincible,Drama,0.4451738
750,2013-02-15,Escape From Planet Earth,40000000,57012977,74156610,2013,7,17012977,34156610,Escape From Planet Earth,Adventure,0.425324425
751,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,2014,48,14445357,65945357,Horrible Bosses 2,Comedy,0.361133925
752,2006-10-20,The Prestige,40000000,53089891,104407366,2006,42,13089891,64407366,The Prestige,Thriller/Suspense,0.327247275
753,2006-06-16,The Lake House,40000000,52330111,114830111,2006,24,12330111,74830111,The Lake House,Drama,0.308252775
754,2010-07-09,Predators,40000000,52000688,127234389,2010,27,12000688,87234389,Predators,Action,0.3000172
755,2012-08-15,The Odd Life of Timothy Green,40000000,51853450,55249159,2012,33,11853450,15249159,The Odd Life of Timothy Green,Drama,0.29633625
756,2006-12-08,Apocalypto,40000000,50866635,121032272,2006,49,10866635,81032272,Apocalypto,Action,0.271665875
757,2007-02-14,Music and Lyrics,40000000,50572589,146196885,2007,7,10572589,106196885,Music and Lyrics,Romantic Comedy,0.264314725
758,2014-06-20,Jersey Boys,40000000,47047013,65282732,2014,25,7047013,25282732,Jersey Boys,Drama,0.176175325
759,2008-05-02,Made of Honor,40000000,46012734,106548738,2008,18,6012734,66548738,Made of Honor,Romantic Comedy,0.15031835
760,2014-05-30,A Million Ways to Die in The West,40000000,42720965,86778557,2014,22,2720965,46778557,A Million Ways to Die in The West,Comedy,0.068024125
761,2011-08-12,Final Destination 5,40000000,42587643,155011165,2011,32,2587643,115011165,Final Destination 5,Horror,0.064691075
762,2018-11-16,Widows,40000000,42402632,73866088,2018,46,2402632,33866088,Widows,Thriller/Suspense,0.0600658
763,2007-12-25,Aliens vs. Predator - Requiem,40000000,41797066,128884494,2007,52,1797066,88884494,Aliens vs. Predator - Requiem,Action,0.04492665
764,2007-12-25,The Water Horse: Legend of the Deep,40000000,40412817,103429755,2007,52,412817,63429755,The Water Horse: Legend of the Deep,Drama,0.010320425
765,2014-07-18,Sex Tape,40000000,38543473,126069509,2014,29,-1456527,86069509,Sex Tape,Comedy,-0.036413175
766,2011-04-15,Scream 4,40000000,38180928,95989590,2011,15,-1819072,55989590,Scream 4,Horror,-0.0454768
767,2011-03-18,Paul,40000000,37412945,101162106,2011,11,-2587055,61162106,Paul,Comedy,-0.064676375
768,2012-12-19,The Guilt Trip,40000000,37134215,41294674,2012,51,-2865785,1294674,The Guilt Trip,Comedy,-0.071644625
769,2011-08-26,Colombiana,40000000,36665854,72295262,2011,34,-3334146,32295262,Colombiana,Thriller/Suspense,-0.08335365
770,2018-01-12,The Commuter,40000000,36343858,101985431,2018,2,-3656142,61985431,The Commuter,Action,-0.09140355
771,2011-04-08,Arthur,40000000,33035397,47787943,2011,14,-6964603,7787943,Arthur,Comedy,-0.174115075
772,2008-03-21,Drillbit Taylor,40000000,32862104,49686263,2008,12,-7137896,9686263,Drillbit Taylor,Comedy,-0.1784474
773,2016-12-21,Patriots Day,40000000,31886361,52837989,2016,51,-8113639,12837989,Patriots Day,Thriller/Suspense,-0.202840975
774,2011-12-25,Extremely Loud and Incredibly Close,40000000,31847881,55247881,2011,51,-8152119,15247881,Extremely Loud and Incredibly Close,Drama,-0.203802975
775,2008-11-26,Transporter 3,40000000,31715062,107235592,2008,48,-8284938,67235592,Transporter 3,Action,-0.20712345
776,2010-11-10,Morning Glory,40000000,31011732,59795070,2010,45,-8988268,19795070,Morning Glory,Comedy,-0.2247067
777,2013-12-25,Grudge Match,40000000,29807260,69807260,2013,52,-10192740,29807260,Grudge Match,Comedy,-0.2548185
778,2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,2017,32,-11629478,17438389,The Nut Job 2: Nutty by Nature,Adventure,-0.29073695
779,2017-01-27,Resident Evil: The Final Chapter,40000000,26844692,314101190,2017,4,-13155308,274101190,Resident Evil: The Final Chapter,Action,-0.3288827
780,2008-02-29,The Other Boleyn Girl,40000000,26814957,78269970,2008,9,-13185043,38269970,The Other Boleyn Girl,Drama,-0.329626075
781,2017-06-30,The House,40000000,25584504,31192425,2017,26,-14415496,-8807575,The House,Comedy,-0.3603874
782,2007-04-05,The Reaping,40000000,25126214,62226214,2007,14,-14873786,22226214,The Reaping,Horror,-0.37184465
783,2011-01-07,Season of the Witch,40000000,24827228,91126600,2011,1,-15172772,51126600,Season of the Witch,Thriller/Suspense,-0.3793193
784,2016-08-26,Mechanic: Resurrection,40000000,21218403,109738840,2016,34,-18781597,69738840,Mechanic: Resurrection,Action,-0.469539925
785,2009-11-13,Fantastic Mr. Fox,40000000,21002919,47083412,2009,46,-18997081,7083412,Fantastic Mr. Fox,Adventure,-0.474927025
786,2012-02-03,Big Miracle,40000000,20157300,25268680,2012,5,-19842700,-14731320,Big Miracle,Drama,-0.4960675
787,2012-12-21,The Impossible,40000000,19019882,169590606,2012,51,-20980118,129590606,The Impossible,Drama,-0.52450295
788,2012-03-09,A Thousand Words,40000000,18450127,20790486,2012,10,-21549873,-19209514,A Thousand Words,Comedy,-0.538746825
789,2006-10-20,Marie Antoinette,40000000,15962471,60862471,2006,42,-24037529,20862471,Marie Antoinette,Drama,-0.600938225
790,2009-10-23,Amelia,40000000,14279575,19756077,2009,43,-25720425,-20243923,Amelia,Drama,-0.643010625
791,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000,14046595,39753957,2009,43,-25953405,-246043,Cirque du Freak: The Vampire's Assistant,Action,-0.648835125
792,2008-11-07,Soul Men,40000000,12082391,12345883,2008,45,-27917609,-27654117,Soul Men,Comedy,-0.697940225
793,2015-03-20,The Gunman,40000000,10664749,18594227,2015,12,-29335251,-21405773,The Gunman,Thriller/Suspense,-0.733381275
794,2009-09-25,Pandorum,40000000,10330853,17033431,2009,39,-29669147,-22966569,Pandorum,Horror,-0.741728675
795,2013-08-16,Paranoia,40000000,7388654,16340767,2013,33,-32611346,-23659233,Paranoia,Thriller/Suspense,-0.81528365
796,2015-07-10,Baahubali: The Beginning,40000000,6738000,26736665,2015,28,-33262000,-13263335,Baahubali: The Beginning,Action,-0.83155
797,2018-03-09,The Hurricane Heist,40000000,6115824,30963684,2018,10,-33884176,-9036316,The Hurricane Heist,Thriller/Suspense,-0.8471044
798,2015-11-25,Victor Frankenstein,40000000,5775076,31124367,2015,48,-34224924,-8875633,Victor Frankenstein,Thriller/Suspense,-0.8556231
799,2014-06-27,Snowpiercer,40000000,4563029,88069880,2014,26,-35436971,48069880,Snowpiercer,Thriller/Suspense,-0.885924275
800,2007-07-20,Sunshine,40000000,3688560,32030610,2007,29,-36311440,-7969390,Sunshine,Thriller/Suspense,-0.907786
801,2008-12-12,Delgo,40000000,915840,915840,2008,50,-39084160,-39084160,Delgo,Adventure,-0.977104
802,2007-09-07,The Hunting Party,40000000,876671,7729552,2007,36,-39123329,-32270448,The Hunting Party,Adventure,-0.978083225
803,2006-10-13,Alex Rider: Operation Stormbreaker,40000000,659210,20722450,2006,41,-39340790,-19277550,Alex Rider: Operation Stormbreaker,Action,-0.98351975
804,2009-11-20,Red Cliff,40000000,627047,119627047,2009,47,-39372953,79627047,Red Cliff,Action,-0.984323825
805,2007-03-16,Nomad,40000000,79123,79123,2007,11,-39920877,-39920877,Nomad,Drama,-0.998021925
806,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,2016,45,-40000000,-38336215,USS Indianapolis: Men of Courage,Drama,-1.0
807,2014-12-31,Dragon Nest Warriors' Dawn,40000000,0,734423,2014,1,-40000000,-39265577,Dragon Nest Warriors' Dawn,Adventure,-1.0
808,2009-08-14,The Time Traveler's Wife,39000000,63414846,102332135,2009,33,24414846,63332135,The Time Traveler's Wife,Drama,0.6260216923076923
809,2007-02-02,Because I Said So,39000000,42674040,69538833,2007,5,3674040,30538833,Because I Said So,Comedy,0.09420615384615384
810,2012-10-05,Frankenweenie,39000000,35287788,81150788,2012,40,-3712212,42150788,Frankenweenie,Adventure,-0.09518492307692308
811,2005-09-30,Serenity,39000000,25514517,40319440,2005,39,-13485483,1319440,Serenity,Thriller/Suspense,-0.3457816153846154
812,2019-01-25,Serenity,25000000,8547045,12459828,2019,4,-16452955,-12540172,Serenity,Thriller/Suspense,-0.6581182
813,2007-09-07,Shoot 'Em Up,39000000,12796824,26796824,2007,36,-26203176,-12203176,Shoot 'Em Up,Action,-0.6718763076923077
814,2013-08-23,Yi dai zong shi,38600000,6594959,57987299,2013,34,-32005041,19387299,Yi dai zong shi,Action,-0.8291461398963731
815,2009-07-24,The Ugly Truth,38000000,88915214,205298907,2009,30,50915214,167298907,The Ugly Truth,Romantic Comedy,1.3398740526315789
816,2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,2017,22,35921000,88577874,Captain Underpants: The First Epic Movie,Adventure,0.9452894736842106
817,2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,107650646,2015,16,33091594,69650646,Paul Blart: Mall Cop 2,Adventure,0.8708314210526316
818,2016-12-23,Why Him?,38000000,60323786,117425156,2016,51,22323786,79425156,Why Him?,Comedy,0.587468052631579
819,2011-04-22,Water for Elephants,38000000,58709717,116809717,2011,16,20709717,78809717,Water for Elephants,Drama,0.544992552631579
820,2010-10-08,Life as We Know It,38000000,53374681,105887837,2010,40,15374681,67887837,Life as We Know It,Romantic Comedy,0.40459686842105264
821,2013-09-06,Riddick,38000000,42025135,94763758,2013,36,4025135,56763758,Riddick,Action,0.10592460526315789
822,2016-01-22,The 5th Wave,38000000,34912982,111336398,2016,3,-3087018,73336398,The 5th Wave,Action,-0.08123731578947369
823,2009-02-06,Push,38000000,31811527,49678401,2009,6,-6188473,11678401,Push,Thriller/Suspense,-0.16285455263157894
824,2013-09-20,Rush,38000000,26947624,98230839,2013,38,-11052376,60230839,Rush,Drama,-0.290852
825,2017-10-20,Only the Brave,38000000,18340051,24555177,2017,42,-19659949,-13444823,Only the Brave,Drama,-0.5173670789473684
826,2011-10-14,The Thing,38000000,16999934,27573078,2011,41,-21000066,-10426922,The Thing,Horror,-0.5526333157894737
827,2008-10-10,City of Ember,38000000,7873007,17831558,2008,41,-30126993,-20168442,City of Ember,Adventure,-0.7928156052631579
828,2018-09-21,The Sisters Brothers,38000000,3143056,13133073,2018,38,-34856944,-24866927,The Sisters Brothers,Western,-0.917288
829,2008-08-26,Virgin Territory,38000000,0,5473041,2008,35,-38000000,-32526959,Virgin Territory,Drama,-1.0
830,2019-01-11,The Upside,37500000,108235497,119024536,2019,2,70735497,81524536,The Upside,Comedy,1.88627992
831,2012-05-18,What to Expect When You're Expecting,37500000,41152203,88473016,2012,20,3652203,50973016,What to Expect When You're Expecting,Romantic Comedy,0.09739208
832,2012-09-14,The Master,37500000,16247159,50647416,2012,37,-21252841,13147416,The Master,Drama,-0.5667424266666666
833,2008-10-10,The Express,37500000,9793406,9813309,2008,41,-27706594,-27686691,The Express,Drama,-0.7388425066666666
834,2008-11-21,Twilight,37000000,192769854,402280159,2008,47,155769854,365280159,Twilight,Drama,4.209996054054054
835,2013-08-07,We're the Millers,37000000,150394119,267816276,2013,32,113394119,230816276,We're the Millers,Comedy,3.0647059189189187
836,2015-11-25,Creed,37000000,109767581,173567581,2015,48,72767581,136567581,Creed,Drama,1.9666913783783784
837,2010-09-17,The Town,37000000,92186262,152566881,2010,37,55186262,115566881,The Town,Drama,1.4915205945945946
838,2011-09-23,Dolphin Tale,37000000,72286779,96068724,2011,38,35286779,59068724,Dolphin Tale,Drama,0.9536967297297297
839,2018-02-23,Game Night,37000000,69179066,117378084,2018,8,32179066,80378084,Game Night,Comedy,0.8697044864864865
