,movie_name,genre
1722,The Infiltrator,Thriller/Suspense
1723,Central Intelligence,Comedy
1724,Fifty Shades Darker,Drama
1725,Kubo and the Two Strings,Adventure
1726,Life,Thriller/Suspense
1727,Rock Dog,Adventure
1728,Sully,Drama
1729,Jack Reacher: Never Go Back,Action
1730,Smurfs: The Lost Village,Adventure
1731,Mei Ren Yu,Romantic Comedy
1732,American Assassin,Thriller/Suspense
1733,Pete’s Dragon,Adventure
1734,The Finest Hours,Thriller/Suspense
1735,The Lego Ninjago Movie,Adventure
1736,Storks,Adventure
1737,Inferno,Thriller/Suspense
1738,Sing,Adventure
1739,Renegades,Action
1740,The Lego Batman Movie,Adventure
1741,The Greatest Showman,Musical
1742,xXx: Return of Xander Cage,Action
1743,Jumanji: Welcome to the Jungle,Adventure
1744,The Promise,Drama
1745,Now You See Me 2,Thriller/Suspense
1746,The Magnificent Seven,Western
1747,Alien: Covenant,Horror
1748,Ice Age: Collision Course,Adventure
1749,Allied,Drama
1750,Ghost in the Shell,Action
1751,Miss Peregrine’s Home for Peculiar Children,Adventure
1752,Passengers,Thriller/Suspense
1753,Jason Bourne,Action
1754,Power Rangers,Action
1755,Trolls,Adventure
1756,Assassin’s Creed,Action
1757,The Boss Baby,Adventure
1758,Logan,Action
1759,The BFG,Adventure
1760,Ghostbusters,Comedy
1761,The Great Wall,Action
1762,Wonder Woman,Action
1763,Moana,Musical
1764,Beauty and the Beast,Musical
1765,Doctor Strange,Action
1766,Alice Through the Looking Glass,Adventure
1767,King Arthur: Legend of the Sword,Adventure
1768,Spider-Man: Homecoming,Action
1769,Suicide Squad,Action
1770,Fantastic Beasts and Where to Find Them,Adventure
1771,Kong: Skull Island,Adventure
1772,Star Trek Beyond,Adventure
1773,The Mummy,Adventure
1774,Guardians of the Galaxy Vol 2,Action
1775,Rogue One: A Star Wars Story,Adventure
1776,Pirates of the Caribbean: Dead Men Tell No Tales,Adventure
1777,The Fate of the Furious,Action
1778,Jigsaw,Horror
1779,Lady Bird,Drama
1780,Insidious: The Last Key,Horror
1781,"Love, Simon",Drama
1782,Hereditary,Horror
1783,Teen Titans Go! To The Movies,Adventure
1784,Book Club,Comedy
1785,"Everything, Everything",Drama
1786,"I, Tonya",Black Comedy
1787,Fighting With My Family,Comedy
1788,"Three Billboards Outside Ebbing, Missouri",Black Comedy
1789,Marshall,Drama
1790,Overboard,Romantic Comedy
1791,The First Purge,Horror
1792,BlacKkKlansman,Thriller/Suspense
1793,Hotel Artemis,Thriller/Suspense
1794,Superfly,Action
1795,A Quiet Place,Horror
1796,Action Point,Comedy
1797,The Shape of Water,Drama
1798,Flatliners,Thriller/Suspense
1799,Tyler Perry’s Boo 2! A Madea Halloween,Comedy
1800,Acrimony,Thriller/Suspense
1801,Suspiria,Horror
1802,A Simple Favor,Thriller/Suspense
1803,Jìyì dàshī,Thriller/Suspense
1804,Thank You for Your Service,Drama
1805,The Star,Adventure
1806,Blockers,Comedy
1807,Just Getting Started,Comedy
1808,"Roman J. Israel, Esq.",Drama
1809,Chāi dàn zhuānjiā,Action
1810,Battle of the Sexes,Drama
1811,Beautiful Boy,Drama
1812,Matilda,Drama
1813,Tag,Comedy
1814,A Bad Moms Christmas,Comedy
1815,Girls Trip,Comedy
1816,Logan Lucky,Comedy
1817,Night School,Comedy
1818,Molly’s Game,Drama
1819,mother!,Thriller/Suspense
1820,Life of the Party,Comedy
1821,Atomic Blonde,Thriller/Suspense
1822,Kin,Action
1823,Death Wish,Action
1824,White Boy Rick,Drama
1825,Den of Thieves,Action
1826,The Hitman’s Bodyguard,Action
1827,Darkest Hour,Drama
1828,The 15:17 to Paris,Drama
1829,Proud Mary,Action
1830,I Feel Pretty,Comedy
1831,Baby Driver,Thriller/Suspense
1832,Adrift,Drama
1833,It,Horror
1834,Sicario: Day of the Soldado,Action
1835,The Snowman,Thriller/Suspense
1836,12 Strong,Drama
1837,The Foreigner,Action
1838,A Star is Born,Drama
1839,Game Night,Comedy
1840,The Upside,Comedy
1841,The Sisters Brothers,Western
1842,Captain Underpants: The First Epic Movie,Adventure
1843,Only the Brave,Drama
1844,The House with a Clock in its Walls,Horror
1845,The Hurricane Heist,Thriller/Suspense
1846,Snatched,Comedy
1847,The Girl in the Spider’s Web,Thriller/Suspense
1848,Pitch Perfect 3,Comedy
1849,American Made,Thriller/Suspense
1850,The Post,Drama
1851,Peter Rabbit,Adventure
1852,The Emoji Movie,Adventure
1853,Early Man,Adventure
1854,Murder on the Orient Express,Drama
1855,Annihilation,Thriller/Suspense
1856,Fifty Shades Freed,Drama
1857,Sherlock Gnomes,Adventure
1858,The Dark Tower,Western
1859,Baywatch,Comedy
1860,Maze Runner: The Death Cure,Thriller/Suspense
1861,Hotel Transylvania 3: Summer Vacation,Adventure
1862,Downsizing,Comedy
1863,Red Sparrow,Thriller/Suspense
1864,Ocean’s 8,Action
1865,Daddy’s Home 2,Comedy
1866,Despicable Me 3,Adventure
1867,The Equalizer 2,Action
1868,The Predator,Action
1869,Tomb Raider,Action
1870,Geostorm,Action
1871,Bumblebee,Adventure
1872,A Wrinkle in Time,Adventure
1873,Kingsman: The Golden Circle,Action
1874,Deadpool 2,Action
1875,Ferdinand,Adventure
1876,Rampage,Action
1877,Skyscraper,Action
1878,Ant-Man and the Wasp,Action
1879,Ready Player One,Adventure
1880,Dunkirk,Action
1881,War for the Planet of the Apes,Action
1882,Pacific Rim: Uprising,Action
1883,Jurassic World: Fallen Kingdom,Action
1884,Cars 3,Adventure
1885,Coco,Musical
1886,The Meg,Action
1887,Thor: Ragnarok,Action
1888,Valerian and the City of a Thousand Planets,Adventure
1889,Blade Runner 2049,Thriller/Suspense
1890,Incredibles 2,Adventure
1891,Black Panther,Action
1892,Transformers: The Last Knight,Action
1893,Solo: A Star Wars Story,Adventure
1894,Justice League,Action
1895,Avengers: Infinity War,Action
1896,Star Wars Ep. VIII: The Last Jedi,Adventure
1897,Halloween,Horror
1898,PMC: deo beong-keo,Action
1899,Miss Bala,Action
1900,Second Act,Comedy
1901,Nobody’s Fool,Drama
1902,What Men Want,Comedy
1903,Glass,Thriller/Suspense
1904,Serenity,Thriller/Suspense
1905,Peppermint,Action
1906,Green Book,Comedy
1907,Crazy Rich Asians,Romantic Comedy
1908,Isn’t it Romantic,Romantic Comedy
1909,Bad Times at the El Royale,Thriller/Suspense
1910,Goosebumps 2: Haunted Halloween,Horror
1911,Mile 22,Action
1912,Widows,Thriller/Suspense
1913,Holmes & Watson,Comedy
1914,Instant Family,Comedy
1915,The Mule,Drama
1916,Creed II,Drama
1917,Bohemian Rhapsody,Drama
1918,The Kid Who Would Be King,Adventure
1919,Vice,Black Comedy
1920,First Man,Drama
1921,Christopher Robin,Adventure
1922,Dr. Seuss’ The Grinch,Adventure
1923,Smallfoot,Adventure
1924,Spider-Man: Into The Spider-Verse 3D,Adventure
1925,The LEGO Movie 2: The Second Part,Adventure
1926,Robin Hood,Action
1927,Mortal Engines,Action
1928,Venom,Action
1929,How to Train Your Dragon: The Hidden World,Adventure
1930,Mary Poppins Returns,Musical
1931,The Nutcracker and the Four Realms,Adventure
1932,Aquaman,Action
1933,Ralph Breaks The Internet,Adventure
1934,Mission: Impossible—Fallout,Action
1935,Fantastic Beasts: The Crimes of Grindelwald,Adventure
