	Release Date	Movie	Budget	Domestic Gross	Worldwide Gross	Year	Week	Dom_Profits	WW_Profits	movie_name	genre	%ROI	KEY	title - IMDb	runtime - m	genres - IMDb	directors	year - IMDb	cast	KEY - IMDb
753	2010-02-26	Cop Out	37000000	44875481	55909910	2010	8	7875481	18909910	Cop Out	Comedy	21.285083783783783	Cop Out - 2010	Cop Out	107.0	action, comedy, crime	Kevin Smith	2010	Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez	Cop Out - 2010
754	2011-01-28	The Rite	37000000	33047633	97143987	2011	4	-3952367	60143987	The Rite	Horror	-10.682072972972973	The Rite - 2011	The Rite	114.0	drama, horror, mystery	Mikael Håfström	2011	Colin O'Donoghue, Anthony Hopkins, Ciarán Hinds, Alice Braga	The Rite - 2011
755	2008-07-18	Space Chimps	37000000	30105968	67029956	2008	29	-6894032	30029956	Space Chimps	Adventure	-18.63251891891892	Space Chimps - 2008	Space Chimps	81.0	adventure, animation, comedy	Kirk DeMicco	2008	Andy Samberg, Stanley Tucci, Jeff Daniels, Cheryl Hines	Space Chimps - 2008
756	2015-05-29	Aloha	37000000	21052030	25387091	2015	22	-15947970	-11612909	Aloha	Drama	-43.102621621621616	Aloha - 2015	Aloha	105.0	comedy, drama, romance	Cameron Crowe	2015	Bradley Cooper, Rachel McAdams, Emma Stone, Alec Baldwin	Aloha - 2015
757	2010-03-26	Hot Tub Time Machine	36000000	50269859	65967750	2010	12	14269859	29967750	Hot Tub Time Machine	Comedy	39.63849722222223	Hot Tub Time Machine - 2010	Hot Tub Time Machine	101.0	comedy, sci-fi	Steve Pink	2010	John Cusack, Rob Corddry, Craig Robinson, Clark Duke	Hot Tub Time Machine - 2010
758	2014-09-12	Dolphin Tale 2	36000000	42024533	57824533	2014	37	6024533	21824533	Dolphin Tale 2	Drama	16.734813888888887	Dolphin Tale 2 - 2014	Dolphin Tale 2	107.0	drama, family	Charles Martin Smith	2014	Morgan Freeman, Ashley Judd, Nathan Gamble, Cozi Zuehlsdorff	Dolphin Tale 2 - 2014
759	2016-12-16	Collateral Beauty	36000000	31016021	85309093	2016	50	-4983979	49309093	Collateral Beauty	Drama	-13.844386111111112	Collateral Beauty - 2016	Collateral Beauty	97.0	drama, romance	David Frankel	2016	Will Smith, Edward Norton, Kate Winslet, Michael Peña	Collateral Beauty - 2016
760	2011-05-06	There Be Dragons	36000000	1069334	4020990	2011	18	-34930666	-31979010	There Be Dragons	Drama	-97.02962777777778	There Be Dragons - 2011	There Be Dragons	122.0	biography, drama, war	Roland Joffé	2011	Charlie Cox, Wes Bentley, Dougray Scott, Rodrigo Santoro	There Be Dragons - 2011
761	2017-09-08	It	35000000	327481748	697457969	2017	36	292481748	662457969	It	Horror	835.6621371428572	It - 2017	It	135.0	horror	Andy Muschietti	2017	Bill Skarsgård, Jaeden Martell, Finn Wolfhard, Sophia Lillis	It - 2017
762	2009-06-05	The Hangover	35000000	277322503	465764086	2009	23	242322503	430764086	The Hangover	Comedy	692.3500085714287	The Hangover - 2009	The Hangover	100.0	comedy	Todd Phillips	2009	Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms	The Hangover - 2009
763	2009-11-20	The Blind Side	35000000	255959475	305705794	2009	47	220959475	270705794	The Blind Side	Drama	631.3127857142857	The Blind Side - 2009	The Blind Side	129.0	biography, drama, sport	John Lee Hancock	2009	Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head	The Blind Side - 2009
764	2010-12-22	True Grit	35000000	171243005	252276928	2010	51	136243005	217276928	True Grit	Western	389.26572857142855	True Grit - 2010	True Grit	110.0	adventure, drama, western	Ethan Coen, Joel Coen	2010	Jeff Bridges, Matt Damon, Hailee Steinfeld, Josh Brolin	True Grit - 2010
765	2013-02-08	Identity Thief	35000000	134506920	175361578	2013	6	99506920	140361578	Identity Thief	Comedy	284.3054857142857	Identity Thief - 2013	Identity Thief	111.0	adventure, comedy, crime	Seth Gordon	2013	Jason Bateman, Melissa McCarthy, John Cho, Amanda Peet	Identity Thief - 2013
766	2006-06-30	The Devil Wears Prada	35000000	124740460	326073155	2006	26	89740460	291073155	The Devil Wears Prada	Comedy	256.40131428571425	The Devil Wears Prada - 2006	The Devil Wears Prada	109.0	comedy, drama	David Frankel	2006	Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt	The Devil Wears Prada - 2006
767	2011-07-08	Horrible Bosses	35000000	117538559	212417601	2011	27	82538559	177417601	Horrible Bosses	Comedy	235.82445428571427	Horrible Bosses - 2011	Horrible Bosses	98.0	comedy, crime	Seth Gordon	2011	Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe	Horrible Bosses - 2011
768	2015-07-17	Trainwreck	35000000	110212700	141123897	2015	29	75212700	106123897	Trainwreck	Comedy	214.89342857142856	Trainwreck - 2015	Trainwreck	125.0	comedy, drama, romance	Judd Apatow	2015	Amy Schumer, Bill Hader, Brie Larson, Colin Quinn	Trainwreck - 2015
769	2013-12-13	Saving Mr. Banks	35000000	83299761	114962525	2013	50	48299761	79962525	Saving Mr. Banks	Drama	137.99931714285714	Saving Mr. Banks - 2013	Saving Mr. Banks	125.0	biography, comedy, drama	John Lee Hancock	2013	Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell	Saving Mr. Banks - 2013
770	2008-03-28	21	35000000	81159365	159846429	2008	13	46159365	124846429	21	Thriller/Suspense	131.88389999999998	21 - 2008	21	123.0	crime, drama, history	Robert Luketic	2008	Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo	21 - 2008
771	2009-01-16	Hotel for Dogs	35000000	73178547	122357172	2009	3	38178547	87357172	Hotel for Dogs	Adventure	109.08156285714286	Hotel for Dogs - 2009	Hotel for Dogs	100.0	comedy, family	Thor Freudenthal	2009	Emma Roberts, Jake T. Austin, Lisa Kudrow, Don Cheadle	Hotel for Dogs - 2009
772	2010-04-30	A Nightmare on Elm Street	35000000	63075011	117729621	2010	17	28075011	82729621	A Nightmare on Elm Street	Horror	80.21431714285714	A Nightmare on Elm Street - 2010	A Nightmare on Elm Street	95.0	crime, drama, horror	Samuel Bayer	2010	Jackie Earle Haley, Rooney Mara, Kyle Gallner, Katie Cassidy	A Nightmare on Elm Street - 2010
773	2006-04-07	The Benchwarmers	35000000	59843754	65063726	2006	14	24843754	30063726	The Benchwarmers	Comedy	70.98215428571429	The Benchwarmers - 2006	The Benchwarmers	80.0	comedy, sport	Dennis Dugan	2006	David Spade, Jon Heder, Rob Schneider, Jon Lovitz	The Benchwarmers - 2006
774	2010-10-08	Secretariat	35000000	59699513	60376247	2010	40	24699513	25376247	Secretariat	Drama	70.57003714285715	Secretariat - 2010	Secretariat	123.0	biography, drama, family	Randall Wallace	2010	Diane Lane, John Malkovich, Margo Martindale, Nelsan Ellis	Secretariat - 2010
775	2011-07-22	Friends with Benefits	35000000	55802754	146595891	2011	29	20802754	111595891	Friends with Benefits	Romantic Comedy	59.436440000000005	Friends with Benefits - 2011	Friends with Benefits	109.0	comedy, romance	Will Gluck	2011	Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman	Friends with Benefits - 2011
776	2016-05-20	Neighbors 2: Sorority Rising	35000000	55340730	108757621	2016	20	20340730	73757621	Neighbors 2: Sorority Rising	Comedy	58.11637142857143	Neighbors 2: Sorority Rising - 2016	Neighbors 2: Sorority Rising	92.0	comedy	Nicholas Stoller	2016	Seth Rogen, Rose Byrne, Zac Efron, Chloë Grace Moretz	Neighbors 2: Sorority Rising - 2016
777	2007-03-23	TMNT	35000000	54149098	96096018	2007	12	19149098	61096018	TMNT	Action	54.711708571428574	TMNT - 2007	TMNT	87.0	action, adventure, animation	Kevin Munroe	2007	Patrick Stewart, Mako, Chris Evans, Sarah Michelle Gellar	TMNT - 2007
778	2018-06-29	Sicario: Day of the Soldado	35000000	50065850	75885196	2018	26	15065850	40885196	Sicario: Day of the Soldado	Action	43.04528571428571	Sicario: Day of the Soldado - 2018	Sicario: Day of the Soldado	122.0	action, crime, drama	Stefano Sollima	2018	Benicio Del Toro, Josh Brolin, Isabela Moner, Jeffrey Donovan	Sicario: Day of the Soldado - 2018
779	2009-11-25	Old Dogs	35000000	49492060	95104304	2009	48	14492060	60104304	Old Dogs	Comedy	41.40588571428571	Old Dogs - 2009	Old Dogs	88.0	comedy, family	Walt Becker	2009	Robin Williams, John Travolta, Seth Green, Kelly Preston	Old Dogs - 2009
780	2009-11-25	Old Dogs	35000000	49492060	95104304	2009	48	14492060	60104304	Old Dogs	Comedy	41.40588571428571	Old Dogs - 2009	Old Dogs		comedy, crime, drama	Jonathan Fahn	2009	John Saxon, Basil Hoffman, Larry Gelman, Jeremy Hogan	Old Dogs - 2009
781	2015-05-22	Poltergeist	35000000	47425125	95713069	2015	21	12425125	60713069	Poltergeist	Horror	35.50035714285714	Poltergeist - 2015	Poltergeist	93.0	horror, thriller	Gil Kenan	2015	Sam Rockwell, Rosemarie DeWitt, Kennedi Clements, Saxon Sharbino	Poltergeist - 2015
782	2018-10-12	Goosebumps 2: Haunted Halloween	35000000	46697321	93291478	2018	41	11697321	58291478	Goosebumps 2: Haunted Halloween	Horror	33.42091714285714	Goosebumps 2: Haunted Halloween - 2018	Goosebumps 2: Haunted Halloween	90.0	adventure, comedy, family	Ari Sandel	2018	Wendi McLendon-Covey, Madison Iseman, Jeremy Ray Taylor, Caleel Harris	Goosebumps 2: Haunted Halloween - 2018
783	2018-01-19	12 Strong	35000000	45819713	71118378	2018	3	10819713	36118378	12 Strong	Drama	30.913465714285714	12 Strong - 2018	12 Strong	130.0	action, drama, history	Nicolai Fuglsig	2018	Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban	12 Strong - 2018
784	2007-07-03	License to Wed	35000000	43799818	70187088	2007	27	8799818	35187088	License to Wed	Romantic Comedy	25.14233714285714	License to Wed - 2007	License to Wed	91.0	comedy, romance	Ken Kwapis	2007	Mandy Moore, John Krasinski, Robin Williams, Eric Christian Olsen	License to Wed - 2007
785	2008-10-17	Max Payne	35000000	40689393	87775050	2008	42	5689393	52775050	Max Payne	Action	16.25540857142857	Max Payne - 2008	Max Payne	100.0	action, crime, drama	John Moore	2008	Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris	Max Payne - 2008
786	2011-05-06	Something Borrowed	35000000	39046489	65084116	2011	18	4046489	30084116	Something Borrowed	Romantic Comedy	11.561397142857142	Something Borrowed - 2011	Something Borrowed	112.0	comedy, drama, romance	Luke Greenfield	2011	Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski	Something Borrowed - 2011
787	2006-12-01	The Nativity Story	35000000	37629831	46309644	2006	48	2629831	11309644	The Nativity Story	Drama	7.513802857142858	The Nativity Story - 2006	The Nativity Story	101.0	drama, family, history	Catherine Hardwicke	2006	Keisha Castle-Hughes, Shohreh Aghdashloo, Oscar Isaac, Hiam Abbass	The Nativity Story - 2006
788	2011-10-28	In Time	35000000	37553932	165103952	2011	43	2553932	130103952	In Time	Thriller/Suspense	7.296948571428572	In Time - 2011	In Time	109.0	action, drama, sci-fi	Andrew Niccol	2011	Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde	In Time - 2011
789	2010-04-23	The Back-up Plan	35000000	37490007	75281179	2010	16	2490007	40281179	The Back-up Plan	Romantic Comedy	7.114305714285714	The Back-up Plan - 2010	The Back-up Plan	104.0	comedy, romance	Alan Poul	2010	Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen	The Back-up Plan - 2010
790	2011-11-09	J. Edgar	35000000	37306030	84606030	2011	45	2306030	49606030	J. Edgar	Drama	6.588657142857142	J. Edgar - 2011	J. Edgar	137.0	biography, crime, drama	Clint Eastwood	2011	Leonardo DiCaprio, Armie Hammer, Naomi Watts, Josh Hamilton	J. Edgar - 2011
791	2018-08-17	Mile 22	35000000	36108758	66295121	2018	33	1108758	31295121	Mile 22	Action	3.16788	Mile 22 - 2018	Mile 22	94.0	action, adventure, thriller	Peter Berg	2018	Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich	Mile 22 - 2018
792	2015-05-08	Hot Pursuit	35000000	34580201	45671512	2015	19	-419799	10671512	Hot Pursuit	Comedy	-1.1994257142857143	Hot Pursuit - 2015	Hot Pursuit	87.0	action, comedy, crime	Anne Fletcher	2015	Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley	Hot Pursuit - 2015
793	2015-12-25	Concussion	35000000	34531832	50363790	2015	52	-468168	15363790	Concussion	Drama	-1.3376228571428572	Concussion - 2015	Concussion	123.0	biography, drama, sport	Peter Landesman	2015	Will Smith, Alec Baldwin, Albert Brooks, David Morse	Concussion - 2015
794	2017-10-13	The Foreigner	35000000	34393507	140783360	2017	41	-606493	105783360	The Foreigner	Action	-1.7328371428571427	The Foreigner - 2017	The Foreigner	113.0	action, thriller	Martin Campbell	2017	Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy	The Foreigner - 2017
795	2018-06-01	Adrift	35000000	31445011	57897191	2018	22	-3554989	22897191	Adrift	Drama	-10.157111428571428	Adrift - 2018	Adrift	96.0	action, adventure, biography	Baltasar Kormákur	2018	Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne	Adrift - 2018
796	2008-08-15	Mirrors	35000000	30691439	77220596	2008	33	-4308561	42220596	Mirrors	Horror	-12.310174285714286	Mirrors - 2008	Mirrors	110.0	horror, mystery	Alexandre Aja	2008	Kiefer Sutherland, Paula Patton, Amy Smart, Cameron Boyce	Mirrors - 2008
797	2008-01-25	Untraceable	35000000	28687835	52649951	2008	4	-6312165	17649951	Untraceable	Thriller/Suspense	-18.034757142857146	Untraceable - 2008	Untraceable	101.0	crime, mystery, thriller	Gregory Hoblit	2008	Diane Lane, Colin Hanks, Joseph Cross, Billy Burke	Untraceable - 2008
798	2011-09-23	Abduction	35000000	28087155	86648359	2011	38	-6912845	51648359	Abduction	Thriller/Suspense	-19.750985714285715	Abduction - 2011	Abduction	106.0	action, mystery, thriller	John Singleton	2011	Taylor Lautner, Lily Collins, Alfred Molina, Jake Andolina	Abduction - 2011
799	2011-09-23	Abduction	35000000	28087155	86648359	2011	38	-6912845	51648359	Abduction	Thriller/Suspense	-19.750985714285715	Abduction - 2011	Abduction	84.0	horror, thriller	Michael Atwill	2011	Daniel Flynn, Ian Foster, Brad Harris, Amy Oberon	Abduction - 2011
800	2008-03-28	Superhero Movie	35000000	26638520	73026302	2008	13	-8361480	38026302	Superhero Movie	Comedy	-23.889942857142856	Superhero Movie - 2008	Superhero Movie	75.0	action, comedy	Craig Mazin	2008	Drake Bell, Leslie Nielsen, Sara Paxton, Christopher McDonald	Superhero Movie - 2008
801	2012-10-19	Alex Cross	35000000	25888412	35426759	2012	42	-9111588	426759	Alex Cross	Thriller/Suspense	-26.03310857142857	Alex Cross - 2012	Alex Cross	101.0	action, crime, mystery	Rob Cohen	2012	Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns	Alex Cross - 2012
802	2016-03-04	Whiskey Tango Foxtrot	35000000	23083334	25350747	2016	9	-11916666	-9649253	Whiskey Tango Foxtrot	Comedy	-34.04761714285714	Whiskey Tango Foxtrot - 2016	Whiskey Tango Foxtrot	112.0	biography, comedy, drama	Glenn Ficarra, John Requa	2016	Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina	Whiskey Tango Foxtrot - 2016
803	2015-08-21	Hitman: Agent 47	35000000	22467450	82182803	2015	34	-12532550	47182803	Hitman: Agent 47	Action	-35.80728571428571	Hitman: Agent 47 - 2015	Hitman: Agent 47	96.0	action, adventure, crime	Aleksander Bach	2015	Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds	Hitman: Agent 47 - 2015
804	2012-08-24	Premium Rush	35000000	20275446	31393201	2012	34	-14724554	-3606799	Premium Rush	Thriller/Suspense	-42.07015428571429	Premium Rush - 2012	Premium Rush	91.0	action, crime, thriller	David Koepp	2012	Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy	Premium Rush - 2012
805	2013-01-18	Broken City	35000000	19701164	34480045	2013	3	-15298836	-519955	Broken City	Thriller/Suspense	-43.71095999999999	Broken City - 2013	Broken City	109.0	crime, drama, thriller	Allen Hughes	2013	Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright	Broken City - 2013
806	2007-12-21	Walk Hard: The Dewey Cox Story	35000000	18317151	20606053	2007	51	-16682849	-14393947	Walk Hard: The Dewey Cox Story	Comedy	-47.66528285714285	Walk Hard: The Dewey Cox Story - 2007	Walk Hard: The Dewey Cox Story	96.0	comedy, music	Jake Kasdan	2007	John C. Reilly, Jenna Fischer, David Krumholtz, Nat Faxon	Walk Hard: The Dewey Cox Story - 2007
807	2010-04-30	Furry Vengeance	35000000	17630465	39340177	2010	17	-17369535	4340177	Furry Vengeance	Adventure	-49.62724285714286	Furry Vengeance - 2010	Furry Vengeance	92.0	comedy, family	Roger Kumble	2010	Brendan Fraser, Brooke Shields, Ricky Garcia, Eugene Cordero	Furry Vengeance - 2010
808	2013-01-25	Parker	35000000	17616641	48543388	2013	4	-17383359	13543388	Parker	Thriller/Suspense	-49.66674	Parker - 2013	Parker	118.0	action, crime, thriller	Taylor Hackford	2013	Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte	Parker - 2013
809	2007-11-09	Lions for Lambs	35000000	14998070	63211088	2007	45	-20001930	28211088	Lions for Lambs	Drama	-57.14837142857143	Lions for Lambs - 2007	Lions for Lambs	92.0	drama, thriller, war	Robert Redford	2007	Tom Cruise, Meryl Streep, Robert Redford, Michael Peña	Lions for Lambs - 2007
810	2011-05-27	The Tree of Life	35000000	13305665	61721826	2011	21	-21694335	26721826	The Tree of Life	Drama	-61.98381428571429	The Tree of Life - 2011	The Tree of Life	139.0	drama, fantasy	Terrence Malick	2011	Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken	The Tree of Life - 2011
811	2006-08-11	Zoom	35000000	11989328	12506188	2006	32	-23010672	-22493812	Zoom	Adventure	-65.74477714285715	Zoom - 2006	Zoom	83.0	action, adventure, comedy	Peter Hewitt	2006	Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin	Zoom - 2006
812	2009-12-18	The Young Victoria	35000000	11001272	31878891	2009	51	-23998728	-3121109	The Young Victoria	Drama	-68.56779428571429	The Young Victoria - 2009	The Young Victoria	105.0	biography, drama, history	Jean-Marc Vallée	2009	Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson	The Young Victoria - 2009
813	2014-03-28	Sabotage	35000000	10508518	18376443	2014	13	-24491482	-16623557	Sabotage	Action	-69.97566285714286	Sabotage - 2014	Sabotage	109.0	action, crime, drama	David Ayer	2014	Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams	Sabotage - 2014
814	2009-09-11	Whiteout	35000000	10275638	12254746	2009	37	-24724362	-22745254	Whiteout	Thriller/Suspense	-70.64103428571428	Whiteout - 2009	Whiteout	101.0	action, crime, horror	Dominic Sena	2009	Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short	Whiteout - 2009
815	2015-03-06	Unfinished Business	35000000	10219501	13214051	2015	10	-24780499	-21785949	Unfinished Business	Comedy	-70.80142571428571	Unfinished Business - 2015	Unfinished Business	91.0	comedy, drama	Ken Scott	2015	Vince Vaughn, Dave Franco, Tom Wilkinson, James Marsden	Unfinished Business - 2015
816	2015-09-30	The Walk	35000000	10161183	61492104	2015	40	-24838817	26492104	The Walk	Drama	-70.96804857142858	The Walk - 2015	The Walk	89.0	crime, thriller	Timothy Fielding	2015	Kelly Downes, James Robinson, Timothy Fielding, Leona Lawrence	The Walk - 2015
817	2015-09-30	The Walk	35000000	10161183	61492104	2015	40	-24838817	26492104	The Walk	Drama	-70.96804857142858	The Walk - 2015	The Walk	123.0	adventure, biography, drama	Robert Zemeckis	2015	Joseph Gordon-Levitt, Charlotte Le Bon, Guillaume Baillargeon, Émilie Leclerc	The Walk - 2015
818	2006-11-22	The Fountain	35000000	10144010	15461638	2006	47	-24855990	-19538362	The Fountain	Drama	-71.01711428571429	The Fountain - 2006	The Fountain	96.0	drama, sci-fi	Darren Aronofsky	2006	Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn	The Fountain - 2006
819	2013-11-29	Mandela: Long Walk to Freedom	35000000	8323085	29890402	2013	48	-26676915	-5109598	Mandela: Long Walk to Freedom	Drama	-76.21975714285715	Mandela: Long Walk to Freedom - 2013	Mandela: Long Walk to Freedom	141.0	biography, drama, history	Justin Chadwick	2013	Idris Elba, Naomie Harris, Terry Pheto, Robert Hobbs	Mandela: Long Walk to Freedom - 2013
820	2008-12-05	Punisher: War Zone	35000000	8050977	10157534	2008	49	-26949023	-24842466	Punisher: War Zone	Action	-76.99720857142857	Punisher: War Zone - 2008	Punisher: War Zone	103.0	action, crime, drama	Lexi Alexander	2008	Ray Stevenson, Dominic West, Julie Benz, Doug Hutchison	Punisher: War Zone - 2008
821	2006-11-10	A Good Year	35000000	7459300	42064105	2006	45	-27540700	7064105	A Good Year	Drama	-78.68771428571428	A Good Year - 2006	A Good Year	117.0	comedy, drama, romance	Ridley Scott	2006	Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard	A Good Year - 2006
822	2016-03-11	The Brothers Grimsby	35000000	6864016	28720470	2016	10	-28135984	-6279530	The Brothers Grimsby	Comedy	-80.38852571428572	The Brothers Grimsby - 2016	The Brothers Grimsby	83.0	action, adventure, comedy	Louis Leterrier	2016	Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder	The Brothers Grimsby - 2016
823	2017-10-20	The Snowman	35000000	6670765	43226146	2017	42	-28329235	8226146	The Snowman	Thriller/Suspense	-80.94067142857143	The Snowman - 2017	The Snowman	119.0	crime, drama, mystery	Tomas Alfredson	2017	Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson	The Snowman - 2017
824	2016-04-22	A Hologram for the King	35000000	4212494	11846010	2016	16	-30787506	-23153990	A Hologram for the King	Drama	-87.96430285714287	A Hologram for the King - 2016	A Hologram for the King	98.0	comedy, drama, romance	Tom Tykwer	2016	Tom Hanks, Omar Elba, Sarita Choudhury, Ben Whishaw	A Hologram for the King - 2016
825	2012-09-14	Stolen	35000000	289773	17967746	2012	37	-34710227	-17032254	Stolen	Action	-99.17207714285713	Stolen - 2012	Stolen	96.0	action, crime, thriller	Simon West	2012	Nicolas Cage, Malin Akerman, Josh Lucas, Danny Huston	Stolen - 2012
826	2011-10-14	Trespass	35000000	16816	786532	2011	41	-34983184	-34213468	Trespass	Thriller/Suspense	-99.95195428571428	Trespass - 2011	Trespass	91.0	crime, drama, thriller	Joel Schumacher	2011	Nicolas Cage, Nicole Kidman, Cam Gigandet, Ben Mendelsohn	Trespass - 2011
827	2006-09-22	Bandidas	35000000	0	19282590	2006	38	-35000000	-15717410	Bandidas	Western	-100.0	Bandidas - 2006	Bandidas	93.0	action, comedy, crime	Joachim Rønning, Espen Sandberg	2006	Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam	Bandidas - 2006
