	Release Date	Movie	Budget	Domestic Gross	Worldwide Gross	Year	Week	Dom_Profits	WW_Profits	movie_name	genre	%ROI	KEY	title - IMDb	runtime - m	genres - IMDb	directors	year - IMDb	cast	KEY - IMDb
254	2012-10-26	Cloud Atlas	102000000	27108272	130673154	2012	43	-74891728	28673154	Cloud Atlas	Drama	-73.42326274509804	Cloud Atlas - 2012	Cloud Atlas	172.0	action, drama, mystery	Tom Tykwer, Lana Wachowski, Lilly Wachowski	2012	Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving	Cloud Atlas - 2012
255	2012-12-25	Django Unchained	100000000	162805434	449948323	2012	52	62805434	349948323	Django Unchained	Western	62.805434000000005	Django Unchained - 2012	Django Unchained	165.0	drama, western	Quentin Tarantino	2012	Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington	Django Unchained - 2012
256	2010-12-22	Little Fockers	100000000	148438600	310650574	2010	51	48438600	210650574	Little Fockers	Comedy	48.4386	Little Fockers - 2010	Little Fockers	98.0	comedy, romance	Paul Weitz	2010	Ben Stiller, Teri Polo, Robert De Niro, Owen Wilson	Little Fockers - 2010
257	2007-11-02	American Gangster	100000000	130164645	267985456	2007	44	30164645	167985456	American Gangster	Drama	30.164645	American Gangster - 2007	American Gangster	157.0	biography, crime, drama	Ridley Scott	2007	Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin	American Gangster - 2007
258	2009-09-18	Cloudy with a Chance of Meatballs	100000000	124870275	236827677	2009	38	24870275	136827677	Cloudy with a Chance of Meatballs	Adventure	24.870275	Cloudy with a Chance of Meatballs - 2009	Cloudy with a Chance of Meatballs	90.0	adventure, animation, comedy	Phil Lord, Christopher Miller	2009	Anna Faris, Bill Hader, Bruce Campbell, James Caan	Cloudy with a Chance of Meatballs - 2009
259	2010-08-06	The Other Guys	100000000	119219978	170936470	2010	31	19219978	70936470	The Other Guys	Comedy	19.219977999999998	The Other Guys - 2010	The Other Guys	107.0	action, comedy, crime	Adam McKay	2010	Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes	The Other Guys - 2010
260	2013-12-25	The Wolf of Wall Street	100000000	116900694	389870414	2013	52	16900694	289870414	The Wolf of Wall Street	Black Comedy	16.900693999999998	The Wolf of Wall Street - 2013	The Wolf of Wall Street	180.0	biography, crime, drama	Martin Scorsese	2013	Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey	The Wolf of Wall Street - 2013
261	2013-05-24	Epic	100000000	107518682	262794441	2013	21	7518682	162794441	Epic	Adventure	7.518682	Epic - 2013	Epic	102.0	adventure, animation, family	Chris Wedge	2013	Amanda Seyfried, Josh Hutcherson, Beyoncé, Colin Farrell	Epic - 2013
262	2012-08-17	The Expendables 2	100000000	85028192	311979256	2012	33	-14971808	211979256	The Expendables 2	Action	-14.971808000000001	The Expendables 2 - 2012	The Expendables 2	103.0	action, adventure, thriller	Simon West	2012	Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme	The Expendables 2 - 2012
263	2009-10-16	Where the Wild Things Are	100000000	77233467	99123656	2009	42	-22766533	-876344	Where the Wild Things Are	Adventure	-22.766533	Where the Wild Things Are - 2009	Where the Wild Things Are	101.0	adventure, drama, family	Spike Jonze	2009	Max Records, Catherine O'Hara, Forest Whitaker, Pepita Emmerichs	Where the Wild Things Are - 2009
264	2006-12-15	Eragon	100000000	75030163	249488115	2006	50	-24969837	149488115	Eragon	Adventure	-24.969837000000002	Eragon - 2006	Eragon	104.0	action, adventure, family	Stefen Fangmeier	2006	Ed Speleers, Sienna Guillory, Jeremy Irons, John Malkovich	Eragon - 2006
265	2014-07-25	Hercules	100000000	72688614	243388614	2014	30	-27311386	143388614	Hercules	Action	-27.311386	Hercules - 2014	Hercules	98.0	action, adventure, fantasy	Brett Ratner	2014	Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes	Hercules - 2014
266	2014-07-25	Hercules	100000000	72688614	243388614	2014	30	-27311386	143388614	Hercules	Action	-27.311386	Hercules - 2014	Hercules	112.0	comedy	Abhijit Guha, Sudeshna Roy	2014	Biswajit Chakraborty, Saswata Chatterjee, Parambrata Chattopadhyay, Paoli Dam	Hercules - 2014
267	2010-12-10	The Tourist	100000000	67631157	278731369	2010	49	-32368843	178731369	The Tourist	Thriller/Suspense	-32.368843000000005	The Tourist - 2010	The Tourist	103.0	action, adventure, thriller	Florian Henckel von Donnersmarck	2010	Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton	The Tourist - 2010
268	2007-06-08	Surf's Up	100000000	58867694	145395745	2007	23	-41132306	45395745	Surf's Up	Adventure	-41.132306	Surf's Up - 2007	Surf's Up	85.0	animation, comedy, family	Ash Brannon, Chris Buck	2007	Shia LaBeouf, Zooey Deschanel, Jon Heder, Jeff Bridges	Surf's Up - 2007
269	2006-12-08	Blood Diamond	100000000	57377916	171377916	2006	49	-42622084	71377916	Blood Diamond	Action	-42.622084	Blood Diamond - 2006	Blood Diamond	143.0	adventure, drama, thriller	Edward Zwick	2006	Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers	Blood Diamond - 2006
270	2010-09-24	Legend of the Guardians: The Owls of Ga'Hoole	100000000	55675313	139716717	2010	38	-44324687	39716717	Legend of the Guardians: The Owls of Ga'Hoole	Adventure	-44.324687000000004	Legend of the Guardians: The Owls of Ga'Hoole - 2010	Legend of the Guardians: The Owls of Ga'Hoole	97.0	action, adventure, animation	Zack Snyder	2010	Jim Sturgess, Hugo Weaving, David Wenham, Emily Barclay	Legend of the Guardians: The Owls of Ga'Hoole - 2010
271	2009-06-05	Land of the Lost	100000000	49438370	69548641	2009	23	-50561630	-30451359	Land of the Lost	Comedy	-50.561629999999994	Land of the Lost - 2009	Land of the Lost	102.0	action, adventure, comedy	Brad Silberling	2009	Will Ferrell, Danny McBride, Anna Friel, Jorma Taccone	Land of the Lost - 2009
272	2014-08-15	The Expendables 3	100000000	39322544	209461378	2014	33	-60677456	109461378	The Expendables 3	Action	-60.677456	The Expendables 3 - 2014	The Expendables 3	126.0	action, adventure, thriller	Patrick Hughes	2014	Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas	The Expendables 3 - 2014
273	2010-03-12	Green Zone	100000000	35497337	97523020	2010	10	-64502663	-2476980	Green Zone	Drama	-64.502663	Green Zone - 2010	Green Zone	115.0	action, drama, thriller	Paul Greengrass	2010	Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor	Green Zone - 2010
274	2017-10-20	Geostorm	100000000	33700160	220796009	2017	42	-66299840	120796009	Geostorm	Action	-66.29984	Geostorm - 2017	Geostorm	109.0	action, sci-fi, thriller	Dean Devlin	2017	Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara	Geostorm - 2017
275	2015-12-25	Point Break	100000000	28782481	126704591	2015	52	-71217519	26704591	Point Break	Action	-71.217519	Point Break - 2015	Point Break	114.0	action, crime, sport	Ericson Core	2015	Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer	Point Break - 2015
276	2015-12-11	In the Heart of the Sea	100000000	25020758	89693309	2015	50	-74979242	-10306691	In the Heart of the Sea	Adventure	-74.979242	In the Heart of the Sea - 2015	In the Heart of the Sea	122.0	action, adventure, biography	Ron Howard	2015	Chris Hemsworth, Cillian Murphy, Brendan Gleeson, Ben Whishaw	In the Heart of the Sea - 2015
277	2014-04-18	Transcendence	100000000	23022309	103039258	2014	16	-76977691	3039258	Transcendence	Thriller/Suspense	-76.97769100000001	Transcendence - 2014	Transcendence	119.0	action, drama, sci-fi	Wally Pfister	2014	Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy	Transcendence - 2014
278	2018-12-14	Mortal Engines	100000000	15951040	85287417	2018	50	-84048960	-14712583	Mortal Engines	Action	-84.04896000000001	Mortal Engines - 2018	Mortal Engines	128.0	action, adventure, fantasy	Christian Rivers	2018	Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae	Mortal Engines - 2018
279	2015-11-06	The Peanuts Movie	99000000	130178411	250091610	2015	45	31178411	151091610	The Peanuts Movie	Adventure	31.493344444444443	The Peanuts Movie - 2015	The Peanuts Movie	88.0	adventure, animation, comedy	Steve Martino	2015	Noah Schnapp, Hadley Belle Miller, Francesca Capaldi	The Peanuts Movie - 2015
280	2017-05-19	Alien: Covenant	97000000	74262031	238521247	2017	20	-22737969	141521247	Alien: Covenant	Horror	-23.44120515463917	Alien: Covenant - 2017	Alien: Covenant	122.0	horror, sci-fi, thriller	Ridley Scott	2017	Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride	Alien: Covenant - 2017
281	2015-03-13	Cinderella	95000000	201151353	534551353	2015	11	106151353	439551353	Cinderella	Drama	111.73826631578947	Cinderella - 2015	Cinderella	105.0	drama, family, fantasy	Kenneth Branagh	2015	Lily James, Cate Blanchett, Richard Madden, Helena Bonham Carter	Cinderella - 2015
282	2015-03-13	Cinderella	95000000	201151353	534551353	2015	11	106151353	439551353	Cinderella	Drama	111.73826631578947	Cinderella - 2015	Cinderella	113.0	fantasy	Kiran Nakti	2015	Adiputra Suryadinata, Aadit Joshi, Yashshvi Vengurlekar, Rupesh Bane	Cinderella - 2015
283	2012-07-13	Ice Age: Continental Drift	95000000	161321843	879765137	2012	28	66321843	784765137	Ice Age: Continental Drift	Adventure	69.81246631578948	Ice Age: Continental Drift - 2012	Ice Age: Continental Drift	88.0	adventure, animation, comedy	Steve Martino, Mike Thurmeier	2012	Ray Romano, Denis Leary, John Leguizamo, Aziz Ansari	Ice Age: Continental Drift - 2012
284	2010-05-27	Sex and the City 2	95000000	95347692	294680778	2010	21	347692	199680778	Sex and the City 2	Comedy	0.36599157894736845	Sex and the City 2 - 2010	Sex and the City 2	146.0	comedy, drama, romance	Michael Patrick King	2010	Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon	Sex and the City 2 - 2010
285	2010-02-12	Percy Jackson & the Olympians: The Lightning Thief	95000000	88768303	223050874	2010	6	-6231697	128050874	Percy Jackson & the Olympians: The Lightning Thief	Adventure	-6.5596810526315785	Percy Jackson & the Olympians: The Lightning Thief - 2010	Percy Jackson & the Olympians: The Lightning Thief	118.0	adventure, family, fantasy	Chris Columbus	2010	Logan Lerman, Kevin McKidd, Steve Coogan, Brandon T. Jackson	Percy Jackson & the Olympians: The Lightning Thief - 2010
286	2012-08-10	The Campaign	95000000	86907746	104907746	2012	32	-8092254	9907746	The Campaign	Comedy	-8.518162105263158	The Campaign - 2012	The Campaign	85.0	comedy	Jay Roach	2012	Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott	The Campaign - 2012
287	2010-11-12	Unstoppable	95000000	81562942	165720921	2010	45	-13437058	70720921	Unstoppable	Action	-14.144271578947368	Unstoppable - 2010	Unstoppable	98.0	action, thriller	Tony Scott	2010	Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee	Unstoppable - 2010
288	2009-12-11	The Lovely Bones	95000000	44114232	94894448	2009	50	-50885768	-105552	The Lovely Bones	Drama	-53.56396631578947	The Lovely Bones - 2009	The Lovely Bones	135.0	drama, fantasy, thriller	Peter Jackson	2009	Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon	The Lovely Bones - 2009
289	2016-08-19	Ben-Hur	95000000	26410477	91669648	2016	33	-68589523	-3330352	Ben-Hur	Drama	-72.19949789473684	Ben-Hur - 2016	Ben-Hur	123.0	action, adventure, drama	Timur Bekmambetov	2016	Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi	Ben-Hur - 2016
290	2011-08-05	Rise of the Planet of the Apes	93000000	176760185	470986200	2011	31	83760185	377986200	Rise of the Planet of the Apes	Adventure	90.06471505376345	Rise of the Planet of the Apes - 2011	Rise of the Planet of the Apes	105.0	action, drama, sci-fi	Rupert Wyatt	2011	James Franco, Andy Serkis, Freida Pinto, Karin Konoval	Rise of the Planet of the Apes - 2011
291	2008-02-14	The Spiderwick Chronicles	92500000	71195053	162839667	2008	7	-21304947	70339667	The Spiderwick Chronicles	Adventure	-23.032375135135137	The Spiderwick Chronicles - 2008	The Spiderwick Chronicles	96.0	action, adventure, drama	Mark Waters	2008	Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker	The Spiderwick Chronicles - 2008
292	2013-02-14	A Good Day to Die Hard	92000000	67349198	304249198	2013	7	-24650802	212249198	A Good Day to Die Hard	Action	-26.79435	A Good Day to Die Hard - 2013	A Good Day to Die Hard	98.0	action, thriller	John Moore	2013	Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead	A Good Day to Die Hard - 2013
293	2013-12-25	The Secret Life of Walter Mitty	91000000	58236838	187861183	2013	52	-32763162	96861183	The Secret Life of Walter Mitty	Adventure	-36.00347472527473	The Secret Life of Walter Mitty - 2013	The Secret Life of Walter Mitty	114.0	adventure, comedy, drama	Ben Stiller	2013	Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn	The Secret Life of Walter Mitty - 2013
294	2017-12-20	Jumanji: Welcome to the Jungle	90000000	404508916	964496193	2017	51	314508916	874496193	Jumanji: Welcome to the Jungle	Adventure	349.4543511111111	Jumanji: Welcome to the Jungle - 2017	Jumanji: Welcome to the Jungle	119.0	action, adventure, comedy	Jake Kasdan	2017	Dwayne Johnson, Karen Gillan, Kevin Hart, Jack Black	Jumanji: Welcome to the Jungle - 2017
295	2009-12-25	Sherlock Holmes	90000000	209028679	498438212	2009	52	119028679	408438212	Sherlock Holmes	Adventure	132.25408777777778	Sherlock Holmes - 2009	Sherlock Holmes	128.0	action, adventure, crime	Guy Ritchie	2009	Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong	Sherlock Holmes - 2009
296	2009-07-01	Ice Age: Dawn of the Dinosaurs	90000000	196573705	859701857	2009	27	106573705	769701857	Ice Age: Dawn of the Dinosaurs	Adventure	118.41522777777777	Ice Age: Dawn of the Dinosaurs - 2009	Ice Age: Dawn of the Dinosaurs	94.0	adventure, animation, comedy	Carlos Saldanha, Mike Thurmeier	2009	Ray Romano, John Leguizamo, Denis Leary, Eunice Cho	Ice Age: Dawn of the Dinosaurs - 2009
297	2011-04-15	Rio	90000000	143619809	487519809	2011	15	53619809	397519809	Rio	Adventure	59.57756555555556	Rio - 2011	Rio	96.0	adventure, animation, comedy	Carlos Saldanha	2011	Jesse Eisenberg, Anne Hathaway, George Lopez, Karen Disher	Rio - 2011
298	2006-10-06	The Departed	90000000	132384315	289660619	2006	40	42384315	199660619	The Departed	Drama	47.09368333333334	The Departed - 2006	The Departed	151.0	crime, drama, thriller	Martin Scorsese	2006	Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg	The Departed - 2006
299	2008-08-13	Tropic Thunder	90000000	110515313	191145256	2008	33	20515313	101145256	Tropic Thunder	Comedy	22.79479222222222	Tropic Thunder - 2008	Tropic Thunder	107.0	action, adventure, comedy	Ben Stiller	2008	Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn	Tropic Thunder - 2008
300	2011-12-20	The Girl with the Dragon Tattoo	90000000	102515793	239373970	2011	51	12515793	149373970	The Girl with the Dragon Tattoo	Thriller/Suspense	13.906436666666666	The Girl with the Dragon Tattoo - 2011	The Girl with the Dragon Tattoo	158.0	crime, drama, mystery	David Fincher	2011	Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård	The Girl with the Dragon Tattoo - 2011
301	2016-09-23	The Magnificent Seven	90000000	93432655	162525156	2016	38	3432655	72525156	The Magnificent Seven	Western	3.814061111111111	The Magnificent Seven - 2016	The Magnificent Seven	132.0	action, adventure, western	Antoine Fuqua	2016	Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio	The Magnificent Seven - 2016
302	2015-12-18	Alvin and the Chipmunks: The Road Chip	90000000	85886987	249517956	2015	51	-4113013	159517956	Alvin and the Chipmunks: The Road Chip	Adventure	-4.570014444444445	Alvin and the Chipmunks: The Road Chip - 2015	Alvin and the Chipmunks: The Road Chip	92.0	adventure, animation, comedy	Walt Becker	2015	Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney	Alvin and the Chipmunks: The Road Chip - 2015
303	2008-12-25	Valkyrie	90000000	83107829	203932174	2008	52	-6892171	113932174	Valkyrie	Thriller/Suspense	-7.6579677777777775	Valkyrie - 2008	Valkyrie	121.0	drama, history, thriller	Bryan Singer	2008	Tom Cruise, Bill Nighy, Carice van Houten, Kenneth Branagh	Valkyrie - 2008
304	2015-07-24	Pixels	90000000	78765986	244041804	2015	30	-11234014	154041804	Pixels	Adventure	-12.482237777777774	Pixels - 2015	Pixels	105.0	action, comedy, sci-fi	Chris Columbus	2015	Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage	Pixels - 2015
305	2013-08-07	Percy Jackson: Sea of Monsters	90000000	68559554	200859554	2013	32	-21440446	110859554	Percy Jackson: Sea of Monsters	Adventure	-23.822717777777775	Percy Jackson: Sea of Monsters - 2013	Percy Jackson: Sea of Monsters	106.0	adventure, family, fantasy	Thor Freudenthal	2013	Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion	Percy Jackson: Sea of Monsters - 2013
306	2016-06-10	Now You See Me 2	90000000	65075540	328325007	2016	23	-24924460	238325007	Now You See Me 2	Thriller/Suspense	-27.693844444444444	Now You See Me 2 - 2016	Now You See Me 2	129.0	action, adventure, comedy	Jon M. Chu	2016	Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco	Now You See Me 2 - 2016
307	2018-03-16	Tomb Raider	90000000	58250803	273477501	2018	11	-31749197	183477501	Tomb Raider	Action	-35.27688555555555	Tomb Raider - 2018	Tomb Raider	119.0	action, adventure, fantasy	Roar Uthaug	2018	Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu	Tomb Raider - 2018
308	2011-08-19	Conan the Barbarian	90000000	21295021	63356133	2011	33	-68704979	-26643867	Conan the Barbarian	Action	-76.33886555555556	Conan the Barbarian - 2011	Conan the Barbarian	113.0	action, adventure, fantasy	Marcus Nispel	2011	Jason Momoa, Ron Perlman, Rose McGowan, Stephen Lang	Conan the Barbarian - 2011
309	2011-10-21	The Three Musketeers	90000000	20377913	139877913	2011	42	-69622087	49877913	The Three Musketeers	Adventure	-77.35787444444443	The Three Musketeers - 2011	The Three Musketeers	110.0	action, adventure, romance	Paul W.S. Anderson	2011	Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich	The Three Musketeers - 2011
310	2017-04-21	The Promise	90000000	8224288	10551417	2017	16	-81775712	-79448583	The Promise	Drama	-90.86190222222223	The Promise - 2017	The Promise	114.0	drama, horror, thriller	Sophon Sakdaphisit	2017	Bee Namthip, Apichaya Thongkham, Thunyaphat Pattarateerachaicharoen, Panisara Rikulsurakan	The Promise - 2017
311	2017-04-21	The Promise	90000000	8224288	10551417	2017	16	-81775712	-79448583	The Promise	Drama	-90.86190222222223	The Promise - 2017	The Promise		drama	Edwine Dorival	2017	Bekenya Jane Augustin, Lidwine Berthil, Nathanïel Berthil-Duval, Dieubert Charlestin	The Promise - 2017
312	2017-04-21	The Promise	90000000	8224288	10551417	2017	16	-81775712	-79448583	The Promise	Drama	-90.86190222222223	The Promise - 2017	The Promise		drama	Edwine Dorival	2017	Bekenya Jane Augustin, Lidwine Berthil, Nathanïel Berthil-Duval, Dieubert Charlestin	The Promise - 2017
313	2010-11-24	The Nutcracker in 3D	90000000	195459	20466016	2010	47	-89804541	-69533984	The Nutcracker in 3D	Musical	-99.78282333333334	The Nutcracker in 3D - 2010	The Nutcracker in 3D	110.0	action, family, fantasy	Andrey Konchalovskiy	2010	Richard Philipps, Fernanda Dorogi, Kriszta Dorogi, Dániel Mogács	The Nutcracker in 3D - 2010
314	2018-09-14	The Predator	88000000	51024708	159487563	2018	37	-36975292	71487563	The Predator	Action	-42.01737727272728	The Predator - 2018	The Predator	107.0	action, adventure, sci-fi	Shane Black	2018	Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key	The Predator - 2018
